,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url
0,750,"1142 Garry St, Regina, SK S4T 5R4, Canada",House,1 + Den,1.0,0,0,0,Not Included,2,1 Year,1,750,0,Laundry (In Unit),0,Yard,1,Not Included,/v-apartments-condos/regina/for-rent/1570174338
0,900,"4045 Rae St, Regina, SK S4S 6Y8, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,710,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,24 Hour Security,Bicycle Parking",/v-apartments-condos/regina/one-bedroom-apartement-for-rent/1562277110
0,650,"1924 14th Ave., Regina, SK, S4P 0X3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/lorscott-one-bedroom-apartment-for-rent/1570130094
0,850,"1431 Rae, S4p 3g1, Regina, SK",House,2,1.0,0,0,0,Not Included,1,1 Year,0,600,0,Not Included,0,Yard,0,Not Included,/v-apartments-condos/regina/regina-house-for-rent/1570149966
0,600,"1622 15th Ave., Regina, SK, S4P 0Z5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/avalon-one-bedroom-apartment-for-rent/1570129109
0,925,", Regina S4T1Y5 SK, Canada",Duplex/Triplex,2,1.0,0,0,0,Not Included,1,Month-to-month,1,1050,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/2bdrm-in-4-plex-july1-5-appliances-quiet-property-petsconsid/1570137176
0,1500,"1829 Second A Street, S4A 0J8, Estevan, SK",House,4 + Den,2.0,0,1,0,Not Included,3+,1 Year,0,1200,0,"Laundry (In Building),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/five-bedrooms-and-two-bathrooms-for-rent-in-estevan/1570122250
0,-1,"5 Vaughn St, Regina, SK S4N 1V5, Canada",Apartment,2,1.5,0,1,1,Not Included,1,1 Year,0,900,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/for-rent-two-bedroom-one-and-one-half-bathrooms/1570115660
0,975,"718 3rd St, Estevan, SK S4A 0P7, Canada",Condo,1,1.0,0,1,1,Not Included,1,1 Year,0,785,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Concierge,24 Hour Security,Storage Space,Elevator in Building",/v-apartments-condos/regina/estevan-newest-1-bedroom-condo/1549502131
0,1100,"Regina, SK, Canada, S4N 1T2",Duplex/Triplex,1,1.0,0,0,0,Not Included,2,1 Year,0,900,0,"Laundry (In Building),Fridge / Freezer",1,Yard,0,Not Included,/v-apartments-condos/regina/3-bed-rooms-duplex-for-rent/1570097085
0,854,"3954 Retallack Street, Regina, SK, S4S 3B9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3954-retallack-street/1505779654
0,745,"2025 Rose Street, Regina, SK, S4P 2A3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,1,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2025-rose-street/1505779652
0,1414,"4130 Rae Street, Regina, SK, S4S 3A4",Apartment,3,1.0,0,1,1,Not Included,0,1 Year,1,1161,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4130-rae-street/1505779486
0,994,"4140 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4140-rae-street/1505779527
0,1074,"4049 Retallack Street, Regina, SK, S4S 3C2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4049-retallack-street/1505779471
0,1154,"4064 Rae Street, Regina, SK, S4S 3A3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4064-rae-street/1505779533
0,799,"1538 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,650,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,1,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1538-alexandra-street/1505779116
0,1525,"4160 Rae Street, Regina, SK, S4S 3A4",Apartment,3,1.0,0,1,1,Not Included,0,1 Year,1,1061,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4160-rae-street/1505779616
0,725,"2805 Parliament Ave, Regina, SK, S4S 2L1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2805-parliament-ave/1505779302
0,1504,"2915 Parliament Ave, Regina, SK, S4S 2L3",Apartment,3,1.0,0,1,1,Not Included,0,1 Year,1,1161,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2915-parliament-ave/1505779323
0,734,"4120 Retallack Street, Regina, SK, S4S 3C3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4120-retallack-street/1505779477
0,1154,"4160 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4160-rae-street/1505779615
0,849,"4100 Retallack Street, Regina, SK, S4S 3C3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,650,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4100-retallack-street/1505779492
0,1154,"4040 Rae Street, Regina, SK, S4S 3A3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4040-rae-street/1505779587
0,1154,"4020 Robinson Street, Regina, SK, S4S 3C9",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,720,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4020-robinson-street/1505779660
0,854,"3854 Rae Street, Regina, SK, S4S 3A1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3854-rae-street/1505779117
0,999,"4030 Rae Street, Regina, SK, S4S 3A3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4030-rae-street/1505779424
0,864,"1538 Alexandra Street, Regina, SK, S4T 4N9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,1,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1538-alexandra-street/1505779119
0,1104,"1520 Alexandra Street, Regina, SK, S4T 4N9",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,880,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1520-alexandra-street/1505779154
0,1154,"2821 Parliament Ave, Regina, SK, S4S 2L1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2821-parliament-ave/1505779264
0,734,"2924 Parliament Ave, Regina, SK, S4S 2L4",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2924-parliament-ave/1505779313
0,994,"4150 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4150-rae-street/1505779646
0,820,"4040 Retallack St., Regina, SK, S4S 3C3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",0,Yard,0,Not Included,/v-apartments-condos/regina/muxmore-one-bedroom-apartment-for-rent/1564686400
0,1030,"2240 Robinson Street, Regina, SK, S4T 2P9",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,870,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/pet-friendly-2-bedroom-available-for-rent/1567665722
0,850,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,380,0,"Laundry (In Building),Fridge / Freezer",1,Not Included,0,Not Included,/v-apartments-condos/regina/beautiful-bachelor-apartment-for-rent-recently-renovated/1561139252
0,1285,"3928 Green Falls Drive, Regina, SK, S4V 3M1",Apartment,2,1.0,0,1,1,Not Included,0,Month-to-month,1,840,0,"Laundry (In Unit),Dishwasher,Fridge / Freezer",1,Balcony,0,"Gym,Pool,Elevator in Building",/v-apartments-condos/regina/sterling-manor-2-bedroom-1-bathroom-apartment-for-rent/1549748796
0,1319,"75 Cavendish St., Regina, SK, S4N 5B9",Townhouse,3,1.5,0,0,0,Cable / TV,1,1 Year,1,1047,0,"Laundry (In Unit),Fridge / Freezer",0,"Yard,Balcony",1,Not Included,/v-apartments-condos/regina/3-bedroom-townhouse-75-cavendish-st/1569904747
0,725,"3955 Robinson Street, Regina, SK, S4S 3C7",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3955-robinson-street/1505779605
0,1174,"4140 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4140-rae-street/1505779523
0,1154,"4130 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4130-rae-street/1505779467
0,1074,"4029 Retallack Street, Regina, SK, S4S 3C2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4029-retallack-street/1505779455
0,849,"3955 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3955-retallack-street/1505779552
0,1074,"3918 Rae Street, Regina, SK, S4S 3A2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3918-rae-street/1505779489
0,1684,"68 Rae Street, Regina, SK, S4S 3A4",House,2,1.0,0,0,0,Not Included,0,1 Year,1,1848,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4166-68-rae-street/1505779519
0,1014,"4049 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4049-retallack-street/1505779480
0,994,"4120 Retallack Street, Regina, SK, S4S 3C3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4120-retallack-street/1505779474
0,1074,"2935 Parliament Avenue, Regina, SK, S4S 2L3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2935-parliament-avenue/1505779345
0,1154,"2805 Parliament Ave, Regina, SK, S4S 2L1",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2805-parliament-ave/1505779295
0,854,"4150 Rae Street, Regina, SK, S4S 3A4",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4150-rae-street/1505779625
0,1154,"3930 Rae Street, Regina, SK, S4S 3A2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3930-rae-street/1505779286
0,999,"4150 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4150-rae-street/1505779649
0,1134,"2121 Smith Street, Regina, SK, S4P 2P3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,"Laundry (In Building),Fridge / Freezer",0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2121-smith-street/1505779130
0,794,"4020 Robinson Street, Regina, SK, S4S 3C9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4020-robinson-street/1505779635
0,849,"3954 Retallack Street, Regina, SK, S4S 3B9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3954-retallack-street/1505779653
0,725,"4020 Robinson Street, Regina, SK, S4S 3C9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4020-robinson-street/1505779633
0,1074,"4039 Retallack Street, Regina, SK, S4S 3C2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4039-retallack-street/1505779439
0,1154,"4076 Rae Street, Regina, SK, S4S 3A3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4076-rae-street/1505779394
0,754,"2935 Parliament Avenue, Regina, SK, S4S 2L3",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2935-parliament-avenue/1505779326
0,734,"3025 Parliament Avenue, Regina, SK, S4S 2L6",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3025-parliament-avenue/1505779337
0,864,"1544 Alexandra Street, Regina, SK, S4T 4N9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1544-alexandra-street/1505779195
0,994,"2805 Parliament Ave, Regina, SK, S4S 2L1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2805-parliament-ave/1505779296
0,734,"4019 Retallack Street, Regina, SK, S4S 3C2",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4019-retallack-street/1505779349
0,854,"4049 Retallack Street, Regina, SK, S4S 3C2",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4049-retallack-street/1505779469
0,1154,"3025 Parliament Avenue, Regina, SK, S4S 2L6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,720,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3025-parliament-avenue/1505779342
0,725,"3955 Retallack Street, Regina, SK, S4S 3C1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3955-retallack-street/1505779568
0,854,"3954 Rae Street, Regina, SK, S4S 3A2",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3954-rae-street/1505779328
0,974,"1544 Alexandra Street, Regina, SK, S4T 4N9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,650,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-1544-alexandra-street/1505779194
0,1134,"2155 Rose Street, Regina, SK, S4P 2A5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/downtown-apartment-for-rent-2155-rose-street/1505779149
0,980,"2001 Cornwall St, Regina, SK, S4P 3X9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,0,-1,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,"Gym,Elevator in Building",/v-apartments-condos/regina/first-month-free-beautiful-1-bedroom-downtown/1505776691
0,875,"27 Kleisinger Crescent, Regina, SK, S4R 6Z4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,1,Not Included,/v-apartments-condos/regina/north-apartment-for-rent-27-kleisinger-crescent/1505750437
0,1114,"27 Kleisinger Crescent, Regina, SK, S4R 6Z4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,1,Not Included,/v-apartments-condos/regina/north-apartment-for-rent-27-kleisinger-crescent/1505750438
0,1154,"3319 Argyle Road, Regina, SK, S4S 2B6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-3319-argyle-road/1505750432
0,764,"2701 Coronation Street, Regina, SK, S4S 0L5",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-2701-coronation-street/1505750427
0,1024,"40 Froom Crescent, Regina, SK, S4N 0T9",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/east-apartment-for-rent-40-froom-crescent/1505750442
0,699,"3319 Argyle Road, Regina, SK, S4S 2B6",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-3319-argyle-road/1505750429
0,849,"4039 Retallack Street, Regina, SK, S4S 3C2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4039-retallack-street/1505750013
0,949,"4114 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4114-rae-street/1505750003
0,814,"3864 Rae Street, Regina, SK, S4S 3A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3864-rae-street/1505749883
0,875,"27 Kleisinger Crescent, Regina, SK, S4R 6Z4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,"Laundry (In Building),Dishwasher,Fridge / Freezer",1,Balcony,1,Not Included,/v-apartments-condos/regina/north-apartment-for-rent-27-kleisinger-crescent/1505750437
0,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689
0,1300,"331  Broad Street North, Regina, SK, S4R 2X8",Apartment,2,2.0,0,1,1,Not Included,0,1 Year,1,832,0,"Laundry (In Building),Fridge / Freezer",1,Balcony,0,Not Included,/v-apartments-condos/regina/newly-renovated-2-bedroom-apartment-for-rent/1564023315
0,938,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,0,1 Year,1,860,0,"Laundry (In Building),Fridge / Freezer",0,Balcony,1,"24 Hour Security,Storage Space",/v-apartments-condos/regina/2-bedroom-basement-22-41-munroe-pl/1556401371
0,949,"4114 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4114-rae-street/1505750003
0,854,"4029 Retallack Street, Regina, SK, S4S 3C2",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4029-retallack-street/1505749986
0,814,"909 Grey St, Regina, SK, S4T 5H1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-909-grey-st/1505750436
0,1044,"3801 Princess Dr, Regina, SK, S4S 0E6",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-3801-princess-dr/1505750417
0,914,"909 Grey St, Regina, SK, S4T 5H1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,-1,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/west-apartment-for-rent-909-grey-st/1505750443
0,999,"4122 Rae Street, Regina, SK, S4S 3A4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4122-rae-street/1505749994
0,699,"2835 Parliament Ave, Regina, SK, S4S 2L1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,320,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2835-parliament-ave/1505749934
0,999,"2915 Parliament Ave, Regina, SK, S4S 2L3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,720,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2915-parliament-ave/1505749961
0,994,"4114 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4114-rae-street/1505750001
0,1154,"3026 Parliament Avenue, Regina, SK, S4S 2L5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,910,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3026-parliament-avenue/1505749951
0,854,"3940 Retallack Street, Regina, SK, S4S 3B9",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3940-retallack-street/1505749979
0,799,"2935 Parliament Avenue, Regina, SK, S4S 2L3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2935-parliament-avenue/1505749954
0,754,"3918 Rae Street, Regina, SK, S4S 3A2",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3918-rae-street/1505749972
0,754,"3929 Retallack Street, Regina, SK, S4S 3C1",Apartment,Bachelor/Studio,1.0,0,1,1,Not Included,0,1 Year,1,480,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3929-retallack-street/1505749955
0,814,"2915 Parliament Ave, Regina, SK, S4S 2L3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-2915-parliament-ave/1505749958
0,994,"4122 Rae Street, Regina, SK, S4S 3A4",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-4122-rae-street/1505749999
0,799,"3025 Parliament Avenue, Regina, SK, S4S 2L6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3025-parliament-avenue/1505749962
0,799,"3918 Rae Street, Regina, SK, S4S 3A2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3918-rae-street/1505749977
0,799,"3026 Parliament Avenue, Regina, SK, S4S 2L5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3026-parliament-avenue/1505749953
0,794,"3941 Retallack Street, Regina, SK, S4S 3C1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,Fridge / Freezer,0,Not Included,0,Not Included,/v-apartments-condos/regina/parliament-place-apartment-for-rent-3941-retallack-street/1505749960
