,cost,address,unitType,bedrooms,bathrooms,hydro,heat,water,wifi_info,parking,agreement,pet,size,furnished,appliances,ac,outdoor,smoking,amenities,url,has_den
113,849,"3955 Robinson Street, Regina, SK, S4S 3C7",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/parliament-place-apartment-for-rent-3955-robinson-street/1505779614,0
114,879,"2155 Rose Street, Regina, SK, S4P 2A5",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,675,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-2155-rose-street/1505749949,0
115,1100,"420 Toronto Street, Regina, SK, S4R 1M4",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,0,900,0,"['Dishwasher', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/420-toronto-street-two-bedroom-house-for-rent/1555045582,0
116,980,"2131 Angus Street, Regina, SK, S4T 2A1",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,615,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-for-rent-heat-water-included/1545350562,0
117,1020,"453 Retallack Street, Regina, SK, S4R 3N4",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,1000,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-apartment-with-parking-available-pet-friendly/1545350424,0
119,1120,"2657  Lacon Street, Regina, SK, S4N 2A5",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,773,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-suites-westwood-apartments-regina/1545349891,0
120,750,"2104  14th Ave, Regina, SK, S4P 0X6",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,343,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/bachelor-available-close-to-university-of-regina/1545349749,0
121,1500,"2315 McIntyre St, Regina, SK S4P 3Y8, Canada",Condo,2,1.0,1,1,1,Not Included,1,1 Year,0,700,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/prime-location-2-bedroom-condo-for-rent/1570754511,0
123,2300,"3117 Trombley Street, Regina, SK, S4V 3S1",House,3,2.5,0,0,0,Not Included,0,1 Year,1,1186,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/trombley-street-single-family-home-house-for-rent/1569147487,0
124,1150,"3068 Greenbank Road, Regina, SK, S4V 3R7",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,1,1000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/greenbank-road-2-bedroom-lower-suite-house-for-rent/1569691798,0
125,1150,"3076 George Street, Regina, SK, S4V 3X3",Apartment,2,1.0,0,0,0,Not Included,0,1 Year,1,1000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/george-street-2-bedroom-lower-suite-house-for-rent/1568625836,0
128,1140,"3928 Green Falls Drive, Regina, SK, S4V 3M1",Apartment,1,1.0,0,1,1,Not Included,0,Month-to-month,1,615,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/sterling-manor-1-bedroom-1-bathroom-apartment-for-rent/1569487704,0
129,1190,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",Apartment,2,1.0,0,0,1,Not Included,0,1 Year,1,691,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/sky-harbour-estates-2-bedroom-barrier-free-apartment-for-rent/1563927282,0
130,1070,"4013 Harbour Landing Dr, Regina, SK, S4W 0E5",Apartment,1,1.0,0,0,1,Not Included,0,1 Year,1,546,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Pool', 'Elevator in Building']",/v-apartments-condos/regina/sky-harbour-estates-1-bedroom-1-bathroom-apartment-for-rent/1558310254,0
131,1060,"5929 Rochdale Blvd, Regina, SK, S4X 0M3",Apartment,1,1.0,0,0,1,Not Included,0,1 Year,1,566,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/rochdale-crossing-1-bedroom-1-bathroom-apartment-for-rent/1566240327,0
132,1140,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,615,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/harbour-view-estates-1-bedroom-1-bathroom-apartment-for-rent/1569484714,0
133,1230,"5601 Gordon Road, Regina, SK, S4W 0M6",Apartment,2,1.0,0,0,1,Not Included,0,1 Year,1,825,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/deveraux-heights-2-bedroom-1-bathroom-apartment-for-rent/1551455312,0
134,1215,"5601 Gordon Road, Regina, SK, S4W 0M6",Apartment,1,1.0,0,0,1,Not Included,0,1 Year,1,780,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/deveraux-heights-1-bedroom-1-bathroom-den-apartment-for/1563927143,0
137,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919,0
140,1300,"224 Osler St, Regina, SK S4R 1V4, Canada",House,3,1.0,1,1,1,Not Included,1,1 Year,1,950,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/1300-includes-utilities-upstairs-suite-for-rent/1570713025,0
141,1300,"2271 Argyle Street, S4T 3T2, Regina, SK",House,2,1.0,0,0,0,Not Included,2,1 Year,0,800,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-long-term-lease/1570712098,0
142,1500,"1132 Gordon street, S0G3N0, Moosomin, SK",House,5,2.0,0,0,0,Not Included,3,1 Year,0,2000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/house-for-rent-moosomin/1570690166,0
143,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838324,0
144,1079,"191 Rink Ave., Regina, SK, S4R 7V3",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,850,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-191-rink-ave/1569063596,0
145,1350,"5300 Parliament Ave, Regina, SK, S4W 0R5",Apartment,2,1.0,0,0,1,Not Included,1,1 Year,1,777,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-luxury-suite-in-harbour-landing/1549447052,0
146,825,"1900 Garnet St, Regina, SK S4T 2Z4, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,550,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/cathedral-area-regina-one-bedroom-apartment-for-rent/1570695936,0
151,1800,"417 St Mary St, Esterhazy, SK S0A 0X0, Canada",Duplex/Triplex,3,1.5,1,1,1,Cable / TVInternet,2,1 Year,1,1400,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/1400-sqft-furnished-3-bedroom-suite-for-rent:-esterhazy/1544739816,0
152,700,"113 1 St W, Carnduff, SK S0C 0S0, Canada",House,3,1.0,0,0,1,Not Included,2,Month-to-month,0,840,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3bdrm-house-for-rent-carnduff/1570671296,0
153,1000,"S4N0T9, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Yard'],0,['Bicycle Parking'],/v-apartments-condos/regina/2-bedroom/1570663904,0
154,1050,"2840 Mcara Street, Regina S4N2X4 SK",Duplex/Triplex,2,1.0,0,0,0,Not Included,2,1 Year,0,900,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/two-bedroom-suite-with-garage-close-to-candy-cane-park-u-of-r/1570663751,0
155,2200,", S4P3V7, Regina, SK",House,4,2.0,0,0,0,Cable / TVInternet,2,Month-to-month,0,2000,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/furnished-for-workplace-crew/1564008704,0
156,625,", Regina S4P1J9 SK, Canada",House,1,1.0,0,0,0,Not Included,0,Month-to-month,0,500,0,['Laundry (In Unit)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/small-house/1570654633,1
157,750,"4216 Castle Rd, Regina, SK S4S 4W1, Canada",Basement,1,1.0,1,1,1,Cable / TVInternet,1,1 Year,1,450,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/brand-new-basement-fully-furnished/1566824177,1
158,1150,"19 Irwin Ave, Yorkton, SK S3N 2E4, Canada",House,3,1.0,0,0,0,Not Included,1,Month-to-month,1,850,0,['Laundry (In Building)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-house-available-immediately-in-yorkton/1570642788,0
159,1800,"3630 Haughton Rd, Regina, SK S4V 1P1, Canada",Condo,2,2.0,1,1,1,Cable / TVInternet,1,Month-to-month,0,1100,1,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Bicycle Parking', 'Elevator in Building']",/v-apartments-condos/regina/condo-for-rent-fully-furnished-all-utilities-included/1567686390,0
160,975,"2022 Edgar Street, Regina S4N3K6 SK",House,2,1.0,0,0,0,Not Included,2,1 Year,1,700,0,['Laundry (In Unit)'],0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-1-bath-pet-friendly-home-in-a-great-location/1570630737,0
161,1400,"1863 Rae Street, S4T 2E3, Regina, SK",Condo,2,1.5,0,0,0,Not Included,1,1 Year,1,846,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-condo-for-rent-downtown-regina/1570630482,0
162,1950,"2046 Alexandra St, Regina, SK S4T 4P5, Canada",House,4,2.5,0,0,0,Not Included,3,1 Year,0,1575,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/house-for-rent/1563268211,0
163,835,"1016 Eden St, Indian Head, SK S0G 2K0, Canada",Apartment,2,1.0,0,1,1,Cable / TV,1,Month-to-month,0,750,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/indian-head-renovated-2-bedroom-apartment-in-modern-building/1559286189,0
164,1250,"2167 Pasqua St, Regina, SK S4T 4M3, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,952,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/rent-to-own-2-bedroom-in-cathedral/1570621788,0
165,827,"936 McIntosh St, Regina, SK S4T 5B4, Canada",Apartment,2,1.0,0,1,1,Internet,1,1 Year,0,700,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Storage Space'],/v-apartments-condos/regina/2nd-floor-unit-quiet-and-safe-2-bed-1-bath-rosemont/1570621389,0
166,1500,"S4P 2V2, Canada",Condo,2,2.0,1,1,1,Not Included,1,1 Year,0,1000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/cathedral-condo-for-rent-1500/1570620514,0
167,1200,"Carnduff, SK, Canada",Condo,2,2.0,1,0,1,Not Included,3,Month-to-month,0,959,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",0,"['Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/furnished-condo-for-rent-in-carnduff/1570615959,0
168,1750,"3500 13th Ave, Regina, SK S4T 1P9, Canada",Townhouse,3,3.0,0,0,0,Not Included,1,1 Year,1,1600,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/brand-new-3-bedroom-3-bath-apartment-townhouse-in-the-cathedral/1549915445,0
169,699,"1424 Victoria Ave, Regina, SK, S4P 0P3",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,402,0,['Fridge / Freezer'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/downtown-apartment-for-rent-1424-victoria-ave/1540579438,0
170,1596,"1827 Albert St, Regina, SK, S4P 2S9",Apartment,1,1.0,1,1,1,Internet,1,1 Year,0,734,0,"['Laundry (In Unit)', 'Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,"['Gym', '24 Hour Security']",/v-apartments-condos/regina/chic-sleek-1-bedroom-downtown-regina-live-a-life-of-luxury/1540578991,0
172,1300,"4805 Liberty St, Regina, SK S4W 0K2, Canada",House,2,1.0,0,0,0,Not Included,1,1 Year,0,1000,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/two-bedroom-house-with-den-in-harbour-landing/1570592180,1
173,1200,"2125 Osler St, Regina, SK S4P 4G9, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,0,900,0,['Laundry (In Unit)'],0,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/2-bedroom-main-level-apartment-regina-transitional-area/1570584675,0
174,1300,"1545 Neville Dr, Regina, SK S4Z 0A7, Canada",Townhouse,2,1.0,0,1,1,Not Included,1,1 Year,0,750,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-condo-in-east-regina/1570585767,0
175,1100,"1039 Elliott St, Regina, SK S4N 3E7, Canada",Basement,3,1.0,0,0,0,Not Included,0,1 Year,0,700,0,['Laundry (In Unit)'],0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-basement-suite-in-eastview/1570586933,0
180,850,"2175  Rae Street, Regina, SK, S4T 2E8",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,380,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/beautiful-bachelor-apartment-for-rent-recently-renovated/1561139252,0
181,935,"505 Rose St, Regina, SK S4R 1Z4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/affordable-2-bedroom-suite/1570522689,0
182,849,"3525 Avonhurst Dr, Regina, SK, S4R 3K2",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,763,0,"['Laundry (In Building)', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/coronation-park-apartment-for-rent-3525-avonhurst-dr/1539483938,0
183,933,"22-41 Munroe Pl., Regina, SK, S4S 6A7",Apartment,2,1.0,0,1,1,Cable / TV,1,1 Year,1,860,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Storage Space']",/v-apartments-condos/regina/2-bedroom-22-41-munroe-pl/1505838324,0
185,800,"Waterloo Rd, Yorkton, SK S3N, Canada",Apartment,2,1.0,0,0,0,Not Included,2,Month-to-month,0,1000,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/yorkton-rentals-fourplex-units-available-for-rent-btmak/1570583765,0
190,1395,"614 3rd St, Estevan, SK S4A 0P6, Canada",Condo,2,1.0,0,1,1,Not Included,2,Month-to-month,1,950,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Concierge', '24 Hour Security', 'Bicycle Parking', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/estevan-fully-furnished-2-bedroom-condo/1564187966,0
191,1000,"638 Isabelle St, Estevan, SK S4A 1P7, Canada",Apartment,2,1.0,0,1,1,Not Included,2,1 Year,1,1025,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Concierge', '24 Hour Security', 'Storage Space', 'Elevator in Building']",/v-apartments-condos/regina/estevan-newest-2-bedroom-apartment-building-move-in-today/1549500591,0
192,1195,"563 Sorlien Ave, Macoun, SK S0C 1P0, Canada",House,3,1.0,0,0,0,Not Included,3,1 Year,1,1000,0,['Laundry (In Unit)'],0,"['Yard', 'Balcony']",0,['Not Included'],/v-apartments-condos/regina/estevan-area-houses-for-rent-2-3-bedrooms/1569648966,0
193,1275,"333 Lorne Street, S4R2J3, Regina, SK",Duplex/Triplex,2,2.0,0,0,0,Not Included,2,1 Year,1,1040,0,['Laundry (In Unit)'],1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/2-bedroom-house-for-rent-in-highland-park/1568816981,1
194,850,", Indian Head S0G2K0 SK, Canada",Apartment,2,1.0,1,1,1,Not Included,3,1 Year,0,850,0,"['Laundry (In Unit)', 'Fridge / Freezer']",0,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/indian-head-apartment-for-rent/1570573396,0
195,2300,"1342 Elliott St, Saskatoon, SK S7N 0V8, Canada",Duplex/Triplex,5,2.0,0,0,0,Not Included,1,1 Year,0,1200,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",0,['Yard'],0,['Not Included'],/v-apartments-condos/regina/close-to-u-of-s-5-bedroom-duplex-available-for-long-term-lease/1570569233,0
196,850,", S4N1W3, Regina, SK",Basement,1,1.0,0,1,1,Internet,0,1 Year,0,800,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/basement-suite-east-regina-glen-elm/1570568643,0
197,985,"S4S6P8, Canada",Apartment,2,1.0,1,1,1,Cable / TVInternet,1,1 Year,0,909,1,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,"['24 Hour Security', 'Bicycle Parking', 'Storage Space']",/v-apartments-condos/regina/lease-take-over/1570560491,1
198,995,"2001 Cornwall St, Regina, SK S4P 3X9, Canada",Apartment,1,1.0,0,1,1,Not Included,1,1 Year,0,630,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', '24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/one-bedroom-apartment-convenient-location/1570556389,0
199,2300,"S4P2A6, Canada",House,5,4.0,0,0,0,Not Included,3,1 Year,1,2400,1,"['Laundry (In Unit)', 'Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/beautiful-house-for-rent/1570544846,0
200,1200,"1630 Badham Blvd, Regina S4P0J6 SK",Basement,1,1.0,1,1,1,Cable / TVInternet,0,1 Year,0,500,1,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/luxury-basement-suite-for-rent/1565790722,0
201,1400,"537 4th Ave N, Saskatoon, SK S7K 2M6, Canada",Apartment,2,1.0,1,1,1,Not Included,1,1 Year,0,1008,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,['Elevator in Building'],/v-apartments-condos/regina/apartment-for-rent-uofs-proximity/1570539005,0
202,1000,", Regina s4x0m4 SK, Canada",Basement,1,1.0,1,1,1,Internet,0,Month-to-month,0,650,0,"['Laundry (In Unit)', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/1-bedroom-basement-suite-for-rent-1000-00-hawkstone-area/1570530347,0
203,1275,"5000 Green Jewel Blvd, Regina, SK, S4V 3V2",Apartment,1,1.0,0,1,1,Not Included,0,1 Year,1,662,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/the-apex-at-acre-21-1-bedroom-1-bathroom-den-apartment/1566393808,0
204,1295,"5501 Prefontaine Ave, Regina, SK, S4W 0S3",Apartment,2,1.0,0,1,1,Not Included,0,1 Year,1,840,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],0,"['Gym', 'Elevator in Building']",/v-apartments-condos/regina/harbour-view-estates-2-bedroom-1-bathroom-apartment-for-rent/1551597919,0
205,1100,"411 Lorne St N, Regina, SK S4R 3B2, Canada",Apartment,2,1.0,0,1,1,Not Included,1,1 Year,1,900,0,"['Laundry (In Building)', 'Fridge / Freezer']",1,['Balcony'],0,['Not Included'],/v-apartments-condos/regina/newly-renovated-2-bedroom-1-bathroom-apartment-with-balcony/1570517444,0
206,1050,"1213 Empress St, Regina, SK S4T 5E4, Canada",Apartment,2,1.0,0,1,1,Not Included,1,Month-to-month,0,700,0,"['Laundry (In Building)', 'Dishwasher', 'Fridge / Freezer']",1,['Not Included'],0,['Not Included'],/v-apartments-condos/regina/completely-renovated-2-bedroom-apartment-for-rent/1570504415,0
207,1464,"1066 Dorothy St., Regina, SK, S4X 0P4",Apartment,2,2.0,0,1,1,Cable / TV,0,1 Year,1,916,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-1066-dorothy-st/1569064841,0
208,1464,"1070 Dorothy St., Regina, SK, S4X 0P5",Apartment,2,2.0,0,1,1,Cable / TV,0,1 Year,1,915,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Balcony'],1,"['24 Hour Security', 'Elevator in Building']",/v-apartments-condos/regina/2-bedroom-premium-1070-dorothy-st-renovated-suite/1565992643,0
209,1124,"1060 Dorothy St., Regina, SK, S4X 3C5",Apartment,2,1.0,0,0,1,Cable / TV,0,1 Year,1,877,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,"['Yard', 'Balcony']",1,"['Gym', '24 Hour Security']",/v-apartments-condos/regina/2-bedroom-1060-dorothy-st/1563849977,0
211,1800,"Green Rock Rd, Regina, SK S4V, Canada",House,3,2.5,0,0,0,Not Included,2,1 Year,0,1350,0,"['Laundry (In Unit)', 'Dishwasher', 'Fridge / Freezer']",1,['Yard'],0,['Not Included'],/v-apartments-condos/regina/3-bedroom-house-for-rent/1570444724,0
